City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,margate,51.3813,1.3862,58.87,93,100,8.99,GB,1697671590
365,mareeba,-17.0,145.4333,78.48,67,51,8.34,AU,1697671445
366,verkhniy ufaley,56.0567,60.2306,34.36,90,100,12.8,RU,1697671656
367,saint-joseph,-21.3667,55.6167,75.58,86,93,4.54,RE,1697671657
368,zhengzhou,34.7578,113.6486,59.49,66,100,9.1,CN,1697671657
369,faya-largeau,17.9257,19.1043,79.36,18,31,12.73,TD,1697671657
370,nur-sultan,51.1801,71.446,37.35,75,0,11.18,KZ,1697671573
371,st. john's,47.5649,-52.7093,47.16,86,100,9.22,CA,1697671359
372,natal,-5.795,-35.2094,79.45,78,75,13.8,BR,1697671657
373,nilsia,63.2,28.0833,31.86,90,98,7.27,FI,1697671657
374,lihue,21.9789,-159.3672,83.79,62,20,9.22,US,1697671400
375,muli,2.9167,73.5667,81.64,73,93,7.9,MV,1697671658
376,sur,22.5667,59.5289,80.73,76,10,11.32,OM,1697671658
377,santa terezinha,-29.9002,-50.0904,62.22,77,100,7.05,BR,1697671658
378,chalons-en-champagne,48.9539,4.3672,62.67,92,93,15.46,FR,1697671658
379,geraldton,-28.7667,114.6,59.41,88,97,8.05,AU,1697671658
380,neiafu,-18.65,-173.9833,74.35,62,9,16.26,TO,1697671658
381,opochka,56.7105,28.6617,35.98,93,100,6.35,RU,1697671658
382,cidade velha,14.9167,-23.6167,81.07,78,20,10.36,CV,1697671659
383,prachuap khiri khan,12.2167,99.75,79.68,94,99,3.09,TH,1697671539
384,arkalyk,50.2486,66.9114,41.85,59,99,7.05,KZ,1697671659
385,kogalym,62.2654,74.4791,44.11,95,100,11.32,RU,1697671659
386,kapit,2.0167,112.9333,74.03,99,100,1.9,MY,1697671659
387,ngozi,-2.9075,29.8306,59.83,82,71,2.91,BI,1697671659
388,pauillac,45.1964,-0.7487,62.98,89,88,13.24,FR,1697671659
389,nuuk,64.1835,-51.7216,25.41,74,75,25.32,GL,1697671659
390,tannum sands,-23.9504,151.3693,75.09,46,40,14.97,AU,1697671659
391,vila franca do campo,37.7167,-25.4333,74.88,99,56,23.17,PT,1697671659
392,kasba tadla,32.5977,-6.2684,69.19,55,61,5.99,MA,1697671660
393,tadine,-21.55,167.8833,72.21,63,5,15.23,NC,1697671660
394,khandyga,62.6667,135.6,25.02,96,100,4.54,RU,1697671660
395,nadi,-17.8,177.4167,84.2,58,40,11.5,FJ,1697671660
396,chadan,51.2833,91.5833,37.78,71,0,1.99,RU,1697671660
397,smithers,54.7804,-127.1743,57.52,58,75,9.22,CA,1697671660
398,lieksa,63.3167,30.0167,30.99,92,96,10.51,FI,1697671660
399,manokwari,-0.8667,134.0833,82.02,70,28,2.62,ID,1697671660
400,horta,38.5333,-28.6333,67.01,81,77,7.0,PT,1697671660
401,pundong,-7.9522,110.3486,75.36,87,88,2.93,ID,1697671661
402,dolinsk,47.35,142.8,51.73,69,100,14.25,RU,1697671661
403,patterson,37.4716,-121.1297,90.75,34,0,3.87,US,1697671620
404,timaru,-44.4,171.25,57.4,69,56,7.85,NZ,1697671661
405,palikir - national government center,6.9248,158.1611,90.34,62,75,4.61,FM,1697671661
406,klaksvik,62.2266,-6.589,47.32,85,100,31.61,FO,1697671661
407,mendoza,-32.8908,-68.8272,62.13,39,20,10.36,AR,1697671661
408,nabire,-3.3667,135.4833,81.52,75,55,2.04,ID,1697671661
409,fortaleza,-3.7227,-38.5247,83.07,76,20,8.05,BR,1697671493
410,kudahuvadhoo,2.6708,72.8944,81.54,74,89,9.44,MV,1697671662
411,recife,-8.0539,-34.8811,80.64,65,40,12.66,BR,1697671370
412,biltine,14.5333,20.9167,79.45,15,95,10.94,TD,1697671662
413,bag,22.3667,74.7667,75.09,55,0,3.76,IN,1697671662
414,yenisarbademli,37.7078,31.3864,52.86,85,37,6.24,TR,1697671662
415,priozersk,61.0393,30.1291,37.0,87,100,9.28,RU,1697671662
416,bonthe,7.5264,-12.505,77.56,87,81,1.99,SL,1697671662
417,kamina,-8.7386,24.9906,66.45,91,86,1.61,CD,1697671662
418,guixi,28.2886,117.2133,69.22,74,100,4.05,CN,1697671662
419,lhasa,29.65,91.1,36.18,68,22,4.74,CN,1697671663
420,codrington,-38.2667,141.9667,68.9,39,29,12.15,AU,1697671663
421,jalal-abad,40.9333,73.0,51.44,37,97,4.72,KG,1697671663
422,conneaut,41.9476,-80.5542,56.5,81,43,1.16,US,1697671663
423,ebon,4.582,168.6964,82.38,76,100,21.52,MH,1697671663
424,ko pha ngan,9.7578,100.0291,74.08,70,95,8.81,TH,1697671663
425,muroto-misakicho,33.2833,134.15,71.46,62,28,5.55,JP,1697671663
426,gonabad,34.3529,58.6837,59.9,48,1,3.4,IR,1697671663
427,imbituba,-28.24,-48.6703,68.86,80,100,4.38,BR,1697671663
428,alesund,62.4723,6.1549,41.32,73,0,13.8,NO,1697671664
429,vanino,49.0869,140.2543,46.92,70,100,10.49,RU,1697671664
430,affery,6.315,-3.9603,73.49,99,77,2.59,CI,1697671664
431,holmsund,63.706,20.3641,30.15,74,20,9.22,SE,1697671664
432,usinsk,65.9939,57.5281,35.08,97,100,13.0,RU,1697671664
433,toamasina,-18.1667,49.3833,73.4,94,75,2.3,MG,1697671664
434,papao,-17.75,-149.55,80.28,76,87,18.92,PF,1697671664
435,san patricio,28.017,-97.5169,82.35,48,4,13.69,US,1697671664
436,brak,27.5496,14.2714,77.88,17,12,6.29,LY,1697671664
437,portland,45.5234,-122.6762,75.99,54,20,3.44,US,1697671427
438,cabugao,17.7931,120.4578,76.86,81,100,3.83,PH,1697671665
439,itaituba,-4.2761,-55.9836,82.81,57,87,2.82,BR,1697671665
440,fada,9.5667,8.3,70.56,91,98,0.78,NG,1697671665
441,kahramanmaras,38.0,37.0,50.59,80,100,7.4,TR,1697671665
442,la passe,45.5549,-0.8967,62.83,85,79,15.01,FR,1697671665
443,balikpapan,-1.2675,116.8289,76.53,89,95,3.13,ID,1697671665
444,hengchun,22.0042,120.7439,78.12,80,80,14.23,TW,1697671665
445,guilin,25.2819,110.2864,71.71,90,100,0.45,CN,1697671665
446,agadez,19.75,10.25,79.92,17,0,8.32,NE,1697671665
447,amga,60.8953,131.9608,25.99,52,99,7.0,RU,1697671666
448,conception bay south,47.4999,-52.9981,46.92,88,6,8.21,CA,1697671666
449,uttar char fasson,22.2332,90.7132,76.69,79,5,8.05,BD,1697671666
450,wanning,18.8003,110.3967,78.93,90,99,15.37,CN,1697671666
451,muisne,0.6,-80.0333,78.98,83,88,8.5,EC,1697671666
452,dzhangala,49.2167,50.3333,40.44,43,13,5.7,KZ,1697671666
453,changzhou,31.7833,119.9667,66.54,77,3,1.81,CN,1697671613
454,tukrah,32.5341,20.5791,75.24,40,36,7.49,LY,1697671666
455,tutoia,-2.7619,-42.2744,79.68,83,100,11.43,BR,1697671666
456,malpica,43.3228,-8.8105,66.36,74,32,20.85,ES,1697671667
457,markovo,57.3206,107.0881,31.42,85,94,5.84,RU,1697671667
458,letlhakane,-21.4167,25.5833,67.89,45,0,11.74,BW,1697671667
459,trevelin,-43.0858,-71.4639,65.68,66,0,7.43,AR,1697671667
460,san rafael del yuma,18.4299,-68.6739,83.77,82,35,5.97,DO,1697671667
461,tinghir,31.5157,-5.5343,70.29,36,39,6.33,MA,1697671667
462,yarmouth,41.7057,-70.2286,58.01,86,100,5.75,US,1697671667
463,christchurch,-43.5333,172.6333,66.54,66,39,4.61,NZ,1697671667
464,olinda,-8.0089,-34.8553,80.33,65,40,12.66,BR,1697671374
465,mili,6.0815,171.735,82.62,74,60,10.92,MH,1697671668
466,tupiza,-21.45,-65.7167,61.74,59,41,19.86,BO,1697671668
467,choibalsan,48.0667,114.5,33.51,57,99,13.96,MN,1697671668
468,berezovyy,51.6667,135.7,38.25,86,99,2.71,RU,1697671668
469,verkhnevilyuysk,63.4453,120.3167,20.95,81,95,8.01,RU,1697671668
470,lufilufi,-13.8745,-171.5986,82.18,81,100,22.03,WS,1697671668
471,lockwood,45.8191,-108.4149,74.41,33,40,17.27,US,1697671668
472,isangel,-19.55,169.2667,75.31,94,75,10.36,VU,1697671668
473,hotan,37.0997,79.9269,48.4,23,49,4.14,CN,1697671668
474,bich'vinta,43.1592,40.3378,53.78,91,100,3.44,GE,1697671669
475,harstad,68.799,16.5293,31.8,96,41,8.01,NO,1697671669
476,chibougamau,49.9168,-74.3659,46.02,66,75,17.27,CA,1697671669
477,kalemie,-5.9475,29.1947,72.28,72,70,4.99,CD,1697671669
478,dul'durga,50.6761,113.5931,26.26,85,45,7.74,RU,1697671669
479,tevriz,57.509,72.4042,46.13,73,100,7.23,RU,1697671669
480,talcahuano,-36.7167,-73.1167,56.88,77,20,5.75,CL,1697671669
481,polyarnyy,69.1989,33.4478,35.19,61,100,22.08,RU,1697671669
482,dunay,42.8803,132.3375,47.77,56,80,1.19,RU,1697671670
483,maputo,-25.9653,32.5892,67.68,94,75,5.75,MZ,1697671670
484,rosarito,32.3333,-117.0333,84.67,64,23,7.81,MX,1697671670
485,vuktyl,63.8567,57.3094,38.1,87,100,18.01,RU,1697671670
486,nova vicosa,-17.8919,-39.3719,76.23,75,3,12.55,BR,1697671670
487,kenora,49.8167,-94.4337,52.77,93,75,2.3,CA,1697671670
488,mumford,5.2618,-0.759,78.57,87,100,5.95,GH,1697671670
489,svetlyy,54.675,20.1347,49.15,62,100,8.14,RU,1697671670
490,playa del ingles,27.7567,-15.5787,73.4,81,32,5.01,ES,1697671670
491,cuenca,-2.8833,-78.9833,62.73,55,75,10.36,EC,1697671440
492,klyuchi,52.2667,79.1667,44.64,50,0,8.1,RU,1697671671
493,suva,-18.1416,178.4415,83.68,61,75,14.97,FJ,1697671671
494,belmonte,-15.8631,-38.8828,74.62,78,62,8.84,BR,1697671671
495,asau,46.4333,26.4,34.72,61,20,5.64,RO,1697671671
496,shimanovsk,52.0,127.7,33.67,58,100,13.38,RU,1697671671
497,rafina,38.0181,24.006,65.68,77,75,2.3,GR,1697671451
498,ad dawadimi,24.5077,44.3924,72.75,16,0,18.07,SA,1697671671
499,nyagan,62.1406,65.3936,40.41,66,7,12.41,RU,1697671671
500,kolpashevo,58.3131,82.9089,48.11,91,85,7.0,RU,1697671672
501,bel ombre,-4.6167,55.4167,80.44,78,40,11.5,SC,1697671672
502,china,25.7,-99.2333,84.25,32,53,6.38,MX,1697671672
503,poronaysk,49.2167,143.1167,52.29,90,100,17.27,RU,1697671672
504,kavaratti,10.5669,72.642,82.63,71,45,4.56,IN,1697671672
505,kroonstad,-27.6504,27.2349,61.36,39,11,3.96,ZA,1697671672
506,vilyuysk,63.7553,121.6247,18.0,87,97,8.99,RU,1697671672
507,frankfort,-27.2667,28.4833,59.54,42,0,2.06,ZA,1697671577
508,zeya,53.75,127.2667,35.49,70,100,12.19,RU,1697671672
509,chenaran,36.6455,59.1212,53.8,76,0,5.84,IR,1697671672
510,boa vista,2.8197,-60.6733,85.98,58,20,4.61,BR,1697671617
511,vargarda,58.0371,12.8091,38.93,71,100,6.55,SE,1697671673
512,al jawf,29.5,38.75,66.43,46,0,8.66,SA,1697671673
513,mata-utu,-13.2816,-176.1745,80.89,79,93,23.96,WF,1697671673
514,colonia,50.9333,6.95,53.89,90,75,12.66,DE,1697671601
515,walvis bay,-22.9575,14.5053,59.09,88,17,8.05,NA,1697671673
516,destin,30.3935,-86.4958,71.6,66,0,10.0,US,1697671548
517,bengkulu,-3.8004,102.2655,73.0,84,99,3.51,ID,1697671673
518,bikenibeu village,1.3673,173.1241,78.76,89,100,18.41,KI,1697671673
519,kourou,5.1552,-52.6478,77.05,87,69,11.21,GF,1697671674
520,midvagur,62.0511,-7.1939,47.23,93,100,33.38,FO,1697671674
521,arkhangel'sk,64.5401,40.5433,39.13,78,100,12.59,RU,1697671674
522,troitskoye,52.9821,84.6757,44.55,89,4,4.83,RU,1697671674
523,agat village,13.3886,144.6585,85.35,85,20,10.36,GU,1697671674
524,hasaki,35.7333,140.8333,68.4,61,43,13.29,JP,1697671674
525,guiuan,11.0333,125.7247,82.18,77,100,6.98,PH,1697671674
526,san luis de la loma,17.2706,-100.8939,75.11,94,100,1.5,MX,1697671674
527,ulladulla,-35.35,150.4667,68.77,51,1,8.43,AU,1697671674
528,teutonia,-29.4481,-51.8064,63.73,80,100,5.01,BR,1697671400
529,termas de rio hondo,-27.4998,-64.8604,59.88,81,95,9.06,AR,1697671675
530,bardai,11.65,7.2333,77.0,29,77,5.86,NG,1697671675
531,gaigeturi,33.4644,126.3183,68.05,73,40,4.61,KR,1697671675
532,sanya,18.2431,109.505,78.96,94,20,6.71,CN,1697671675
533,guerrero negro,27.9769,-114.0611,77.25,49,39,15.64,MX,1697671675
534,prado,-17.3411,-39.2208,76.03,76,9,11.79,BR,1697671675
535,zhigalovo,54.8097,105.1578,31.06,96,35,1.99,RU,1697671675
536,bogra,24.85,89.3667,72.23,81,0,5.91,BD,1697671675
537,mahavelona,-17.6848,49.5087,73.38,92,55,2.98,MG,1697671676
538,jiuquan,39.7432,98.5174,39.94,37,0,5.53,CN,1697671676
539,juneau,58.3019,-134.4197,52.41,100,100,5.1,US,1697671676
540,stephenville,32.2207,-98.2023,83.19,30,0,8.05,US,1697671532
541,ypsonas,34.6884,32.9574,74.37,69,20,17.27,CY,1697671676
542,kill devil hills,36.0307,-75.676,62.98,68,0,0.0,US,1697671676
543,gweru,-19.45,29.8167,57.11,84,0,10.36,ZW,1697671676
544,denison,33.7557,-96.5367,77.16,44,0,10.36,US,1697671492
545,mejit,10.2753,170.8646,82.56,78,45,17.56,MH,1697671676
546,sisauli,29.4167,77.4667,64.44,51,0,5.59,IN,1697671676
547,port macquarie,-31.4333,152.9167,68.9,59,100,1.68,AU,1697671664
548,young,-32.6833,-57.6333,58.37,58,83,12.26,UY,1697671677
549,aitape,-3.1374,142.3475,83.07,73,37,0.22,PG,1697671677
550,kingscliff,-28.2667,153.5667,73.2,46,100,16.11,AU,1697671677
551,sabha,27.0377,14.4283,76.84,18,14,8.01,LY,1697671677
552,haiku-pauwela,20.9219,-156.3051,84.22,51,20,23.02,US,1697671677
553,sarikei,2.1167,111.5167,73.98,99,100,1.68,MY,1697671677
554,san fernando de apure,7.8878,-67.4724,83.3,67,97,0.96,VE,1697671677
555,hailar,49.2,119.7,27.73,65,12,8.05,CN,1697671677
556,ambodifotatra,-16.9833,49.85,75.69,88,81,6.38,MG,1697671678
557,mandalgovi,45.7625,106.2708,32.4,47,0,4.59,MN,1697671678
558,neubrandenburg,53.5667,13.2667,42.58,77,100,12.08,DE,1697671678
559,cruzeiro do sul,-29.5128,-51.9853,64.49,76,100,5.23,BR,1697671678
560,taoudenni,22.6783,-3.9836,91.04,12,65,7.54,ML,1697671678
561,knyaze-volkonskoye,48.4642,135.4567,41.34,92,6,5.99,RU,1697671678
562,miri,4.4148,114.0089,77.14,94,40,0.0,MY,1697671678
563,bodaybo,57.8506,114.1933,33.48,82,100,5.99,RU,1697671679
564,flin flon,54.7682,-101.865,44.44,81,75,5.75,CA,1697671679
565,petatlan,17.5167,-101.2667,78.6,97,100,2.93,MX,1697671679
566,manismata,-2.4667,111.0333,73.15,99,98,1.21,ID,1697671679
567,kisarazu,35.3747,139.9225,73.18,64,32,10.47,JP,1697671679
568,kalevala,65.2,31.1667,35.1,99,92,5.99,RU,1697671679
569,bogale,16.2833,95.4,75.09,94,83,1.86,MM,1697671679
570,manadhoo,5.7667,73.3833,80.44,78,90,8.63,MV,1697671679
